Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
19,12,Private Vehicle,Polonnaruwa,Sightseeing,126,4,2.284
38,1,Bicycle,Polonnaruwa,Vehicle Travel,82,4,0.617
43,12,Walking,Kandy,Shopping,62,2,1.198
45,1,Private Vehicle,Haputale,Shopping,50,3,0.231
52,4,N/A,Trincomalee,Beach Leisure,107,4,0.418
67,5,Water,Ella,Surfing,62,4,0.31
47,4,Train,Ella,Vehicle Travel,124,5,5.078
70,6,Tuk-Tuk,Trincomalee,Vehicle Travel,146,3,9.984
51,14,Walking,Mirissa,Vehicle Travel,85,5,6.141
34,3,Tuk-Tuk,Colombo,Vehicle Travel,269,2,9.121
32,6,N/A,Arugam Bay,Other,156,2,1.736
38,13,Cruise,Nuwara Eliya,Cruise,516,4,136.272
55,10,Private Vehicle,Haputale,Sightseeing,138,3,2.477
33,1,Private Vehicle,Mirissa,Vehicle Travel,97,4,1.059
75,15,Flight,Anuradhapura,Flight,182,3,180.492
48,1,Walking,Yala,Walking,58,2,0.001
72,6,Walking,Polonnaruwa,Walking,97,4,0.006
61,6,N/A,Hikkaduwa,Other,84,2,0.792
39,10,Private Vehicle,Anuradhapura,Airport Transfer,42,3,3.758
32,1,Private Vehicle,Polonnaruwa,Sightseeing,98,2,0.159
64,2,Walking,Mirissa,Walking,127,3,0.002
38,10,Ferry,Kandy,Ferry,119,4,5.806
33,1,Public Transport,Mirissa,Public Transport,43,2,0.048
76,5,Tuk-Tuk,Haputale,Vehicle Travel,81,4,5.635
48,9,Private Vehicle,Kalpitiya,Private / Hired Vehicle,86,4,9.629
21,7,Public Transport,Colombo,Airport Transfer,43,4,2.594
49,2,Private Vehicle,Kalpitiya,Vehicle Travel,145,3,3.847
47,3,Jeep,Badulla,Wildlife Safari,186,4,9.796
72,17,Cruise,Ella,Cruise,225,5,128.882
62,4,Public Bus,Mirissa,Vehicle Travel,121,2,4.402
30,1,Private Vehicle,Dambulla,Sightseeing,131,5,0.263
27,2,Boat,Colombo,Boat Ride,173,1,1.31
56,3,Tuk-Tuk,Polonnaruwa,Vehicle Travel,155,3,5.564
20,20,Walking,Anuradhapura,Vehicle Travel,125,4,10.893
38,3,Public Bus,Sigiriya,Vehicle Travel,84,2,2.326
26,1,Walking,Sigiriya,Other,81,2,0.041
19,5,Bicycle,Trincomalee,Bicycle Ride,49,1,0.005
75,1,Walking,Dambulla,Walking,32,1,0.0
23,2,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,185,4,3.138
18,20,Flight,Nuwara Eliya,Flight,181,2,207.242
76,9,Train,Polonnaruwa,Vehicle Travel,130,5,15.948
29,1,Water,Polonnaruwa,Swimming / Snorkeling,142,5,0.146
69,4,Flight,Kandy,Flight,417,3,105.139
19,2,Public Transport,Bentota,Airport Transfer,28,2,0.428
27,1,Private Vehicle,Colombo,Shopping,104,3,0.514
24,6,Walking,Badulla,Vehicle Travel,285,5,6.986
62,5,Water,Arugam Bay,Surfing,102,3,0.378
57,9,Tuk-Tuk,Sigiriya,Vehicle Travel,148,2,14.581
47,13,N/A,Kalpitiya,Resting,189,5,1.499
33,2,Public Bus,Hikkaduwa,Vehicle Travel,110,3,2.116
23,14,Public Transport,Haputale,Shopping,59,3,3.719
53,5,Public Transport,Polonnaruwa,Spa / Ayurveda,93,5,3.675
32,2,Public Transport,Badulla,Spa / Ayurveda,63,5,0.916
55,12,Flight,Nuwara Eliya,Flight,175,3,130.642
61,1,Public Transport,Nuwara Eliya,Spa / Ayurveda,120,3,0.718
71,6,Bicycle,Kandy,Bicycle Ride,124,3,0.022
49,9,Walking,Bentota,Jogging,30,2,0.035
18,2,Private Vehicle,Jaffna,Sightseeing,85,3,0.295
35,12,Walking,Jaffna,Jogging,27,3,0.039
71,2,Water,Hikkaduwa,Swimming / Snorkeling,48,4,0.102
51,12,Public Transport,Negombo,Sightseeing,68,4,1.454
57,1,Water,Polonnaruwa,Surfing,108,5,0.122
46,1,Train,Trincomalee,Vehicle Travel,72,5,0.961
28,4,Private Vehicle,Sigiriya,Other,126,2,0.846
74,12,Walking,Yala,Walking,63,2,0.008
66,1,N/A,Kalpitiya,Resting,124,4,0.076
80,13,Walking,Polonnaruwa,Walking,78,3,0.011
71,2,N/A,Haputale,Resting,79,1,0.065
36,4,Flight,Trincomalee,Flight,239,4,61.185
34,3,Public Transport,Dambulla,Public Transport,158,3,0.505
33,1,Flight,Yala,Flight,173,1,8.219
75,16,Public Bus,Colombo,Vehicle Travel,263,4,48.356
53,4,Private Vehicle,Negombo,Sightseeing,69,5,0.582
46,8,Private Vehicle,Kandy,Private / Hired Vehicle,96,4,8.669
79,6,Walking,Mirissa,Vehicle Travel,27,2,0.562
56,5,Walking,Badulla,Vehicle Travel,70,4,1.596
75,7,Water,Colombo,Swimming / Snorkeling,104,5,0.816
80,14,Flight,Negombo,Flight,290,1,239.759
23,8,Walking,Kalpitiya,Cultural / Temple Visit,89,4,0.389
40,5,N/A,Mirissa,Resting,163,4,0.528
64,7,Public Transport,Hikkaduwa,Sightseeing,195,4,2.109
69,7,Public Transport,Haputale,Shopping,130,2,3.749
27,4,Public Transport,Dambulla,Public Transport,115,5,0.642
38,7,Walking,Colombo,Walking,62,3,0.005
52,4,Private Vehicle,Dambulla,Medical / Hospital Visit,46,1,1.372
68,10,Walking,Dambulla,Hiking,282,2,0.427
25,17,Walking,Nuwara Eliya,Cultural / Temple Visit,90,3,0.797
55,16,Flight,Hikkaduwa,Flight,101,1,92.645
36,11,Train,Polonnaruwa,Vehicle Travel,195,4,20.417
31,7,Public Transport,Polonnaruwa,Airport Transfer,97,5,7.403
50,10,Walking,Kalpitiya,Hiking,216,1,0.294
44,2,Private Vehicle,Dambulla,Vehicle Travel,67,5,2.014
58,5,Jeep,Galle,Wildlife Safari,376,5,42.204
38,2,Private Vehicle,Arugam Bay,Spa / Ayurveda,206,1,1.967
69,1,Walking,Nuwara Eliya,Vehicle Travel,220,4,0.873
22,17,Bicycle,Kandy,Bicycle Ride,77,5,0.039
72,12,Private Vehicle,Sigiriya,Vehicle Travel,216,4,34.324
19,5,Public Transport,Haputale,Spa / Ayurveda,133,4,4.412
64,2,Flight,Jaffna,Flight,153,5,25.943
39,8,Private Vehicle,Dambulla,Airport Transfer,56,4,5.148
42,4,Private Vehicle,Trincomalee,Vehicle Travel,177,3,8.474
19,11,Flight,Anuradhapura,Flight,386,3,274.649
62,20,Flight,Arugam Bay,Flight,114,4,180.308
28,3,Public Bus,Badulla,Vehicle Travel,325,3,9.778
59,2,Private Vehicle,Sigiriya,Airport Transfer,101,3,2.094
63,2,N/A,Bentota,Resting,159,2,0.158
71,1,Private Vehicle,Polonnaruwa,Medical / Hospital Visit,99,5,1.192
62,4,Cruise,Anuradhapura,Cruise,588,4,59.637
36,1,Walking,Haputale,Walking,64,3,0.001
64,1,Walking,Badulla,Vehicle Travel,309,3,1.177
70,2,Walking,Kandy,Hiking,191,2,0.058
37,1,Private Vehicle,Hikkaduwa,Cultural / Temple Visit,147,2,0.242
25,9,Private Vehicle,Kandy,Private / Hired Vehicle,34,4,3.197
74,1,Public Transport,Kalpitiya,Sightseeing,229,2,0.313
27,12,Bicycle,Galle,Vehicle Travel,146,5,14.603
55,2,Public Transport,Kalpitiya,Airport Transfer,104,3,1.905
32,1,Public Bus,Dambulla,Vehicle Travel,170,1,1.415
25,1,N/A,Trincomalee,Meal,55,5,1.856
66,9,Private Vehicle,Nuwara Eliya,Cultural / Temple Visit,137,3,2.238
27,2,Tuk-Tuk,Sigiriya,Vehicle Travel,198,3,4.068
60,5,Private Vehicle,Yala,Vehicle Travel,80,2,4.655
61,1,Train,Polonnaruwa,Vehicle Travel,81,4,0.863
21,19,N/A,Kalpitiya,Meal,77,3,38.648
28,1,Private Vehicle,Trincomalee,Sightseeing,146,5,0.265
68,4,N/A,Nuwara Eliya,Other,92,4,0.699
49,12,Public Transport,Jaffna,Sightseeing,234,5,5.092
25,2,Walking,Polonnaruwa,Vehicle Travel,44,4,0.399
80,2,N/A,Trincomalee,Resting,46,4,0.057
34,11,Flight,Kalpitiya,Flight,71,4,55.352
18,2,Private Vehicle,Colombo,Vehicle Travel,64,3,1.454
76,1,Private Vehicle,Trincomalee,Shopping,85,4,0.513
19,4,Public Bus,Colombo,Vehicle Travel,272,4,10.787
52,1,Tuk-Tuk,Mirissa,Vehicle Travel,109,1,1.145
80,14,Private Vehicle,Mirissa,Spa / Ayurveda,182,4,20.552
54,7,Tuk-Tuk,Bentota,Vehicle Travel,207,3,16.682
54,6,Bicycle,Dambulla,Vehicle Travel,185,4,9.791
42,2,Public Transport,Badulla,Cultural / Temple Visit,101,2,0.265
25,8,Train,Arugam Bay,Vehicle Travel,202,1,11.437
54,8,Public Transport,Yala,Sightseeing,125,1,1.155
74,1,Private Vehicle,Ella,Medical / Hospital Visit,86,2,0.839
23,13,Private Vehicle,Colombo,Airport Transfer,78,1,7.757
73,6,Walking,Yala,Cultural / Temple Visit,70,2,0.209
44,10,Private Vehicle,Yala,Vehicle Travel,125,4,18.283
51,2,Public Bus,Dambulla,Vehicle Travel,167,3,3.416
28,1,N/A,Kalpitiya,Resting,210,5,0.104
57,9,Bicycle,Galle,Vehicle Travel,256,5,25.315
29,10,Walking,Ella,Hiking,246,2,0.337
35,4,Public Transport,Jaffna,Public Transport,64,3,0.271
63,1,Private Vehicle,Anuradhapura,Medical / Hospital Visit,76,3,0.66
21,11,Jeep,Negombo,Wildlife Safari,173,3,29.191
46,2,Public Transport,Bentota,Shopping,87,3,0.726
55,3,Walking,Yala,Walking,106,4,0.004
26,7,Walking,Yala,Walking,117,4,0.008
36,1,Walking,Mirissa,Vehicle Travel,61,3,0.24
39,1,Cruise,Kandy,Cruise,197,4,5.475
59,1,Private Vehicle,Kalpitiya,Vehicle Travel,85,3,0.953
79,14,Private Vehicle,Bentota,Cultural / Temple Visit,104,5,3.338
70,3,Walking,Nuwara Eliya,Vehicle Travel,215,5,2.912
29,8,Walking,Mirissa,Cultural / Temple Visit,95,3,0.367
19,19,Private Vehicle,Galle,Vehicle Travel,299,4,79.509
21,8,Boat,Jaffna,Boat Ride,69,5,3.169
55,5,Water,Kandy,Surfing,152,3,0.676
27,5,Private Vehicle,Sigiriya,Airport Transfer,109,2,4.219
32,4,Cruise,Negombo,Cruise,96,4,9.887
71,7,Walking,Anuradhapura,Cultural / Temple Visit,61,3,0.238
73,16,Flight,Haputale,Flight,167,2,158.553
70,10,Walking,Anuradhapura,Vehicle Travel,175,4,7.129
33,4,Public Transport,Hikkaduwa,Airport Transfer,71,3,2.2
57,3,Tuk-Tuk,Colombo,Vehicle Travel,50,2,1.733
56,13,Water,Badulla,Swimming / Snorkeling,79,5,1.039
29,1,Private Vehicle,Mirissa,Medical / Hospital Visit,41,3,0.348
52,12,Walking,Negombo,Vehicle Travel,132,4,6.014
51,2,Private Vehicle,Bentota,Medical / Hospital Visit,70,4,1.353
42,9,Train,Sigiriya,Vehicle Travel,137,2,8.79
65,11,Walking,Yala,Vehicle Travel,207,4,10.101
60,5,Walking,Sigiriya,Walking,58,4,0.004
51,2,Private Vehicle,Colombo,Shopping,149,3,1.517
63,12,Private Vehicle,Hikkaduwa,Vehicle Travel,262,4,47.21
66,3,Private Vehicle,Negombo,Cultural / Temple Visit,130,5,0.859
53,3,Bicycle,Hikkaduwa,Vehicle Travel,244,5,6.113
34,5,Tuk-Tuk,Jaffna,Vehicle Travel,76,2,3.641
65,4,Public Transport,Trincomalee,Spa / Ayurveda,124,3,2.893
63,8,Private Vehicle,Badulla,Medical / Hospital Visit,73,4,5.586
79,1,Private Vehicle,Trincomalee,Other,49,5,0.102
27,4,Private Vehicle,Negombo,Vehicle Travel,216,5,11.771
44,13,Bicycle,Yala,Vehicle Travel,70,3,5.365
76,1,Private Vehicle,Colombo,Medical / Hospital Visit,33,5,0.412
50,4,Tuk-Tuk,Bentota,Vehicle Travel,127,3,6.622
77,8,Public Transport,Negombo,Shopping,187,3,6.426
18,13,Flight,Mirissa,Flight,299,4,234.072
20,6,Private Vehicle,Hikkaduwa,Shopping,163,3,5.459
68,11,Public Transport,Negombo,Public Transport,127,4,1.542
40,2,N/A,Nuwara Eliya,Other,21,3,0.077
50,3,Train,Polonnaruwa,Vehicle Travel,101,4,3.125
44,15,Walking,Negombo,Other,87,5,0.788
43,13,Public Transport,Bentota,Public Transport,115,3,1.913
77,6,Private Vehicle,Trincomalee,Vehicle Travel,93,4,7.799
23,5,Private Vehicle,Kalpitiya,Vehicle Travel,133,4,9.661
66,4,Bicycle,Ella,Bicycle Ride,70,2,0.007
74,1,Public Transport,Bentota,Airport Transfer,107,4,0.892
59,13,Public Bus,Ella,Vehicle Travel,276,4,47.641
42,11,Tuk-Tuk,Bentota,Vehicle Travel,165,2,18.369
28,4,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,110,5,4.752
61,2,Water,Polonnaruwa,Surfing,108,3,0.202
47,3,Private Vehicle,Badulla,Vehicle Travel,44,2,1.747
27,1,Private Vehicle,Badulla,Vehicle Travel,68,2,0.715
40,9,Walking,Anuradhapura,Walking,36,4,0.004
78,6,Jeep,Haputale,Wildlife Safari,328,5,41.698
34,2,Private Vehicle,Kandy,Vehicle Travel,126,3,3.097
29,7,Public Transport,Galle,Airport Transfer,56,1,2.561
60,18,Public Transport,Bentota,Shopping,111,2,8.459
30,1,Water,Sigiriya,Swimming / Snorkeling,87,4,0.07
75,5,Public Bus,Haputale,Vehicle Travel,128,3,7.065
72,5,Public Bus,Dambulla,Vehicle Travel,66,3,3.566
79,1,Public Bus,Dambulla,Vehicle Travel,151,3,1.579
75,5,Water,Polonnaruwa,Swimming / Snorkeling,66,3,0.302
33,7,N/A,Negombo,Meal,87,4,18.944
31,1,Private Vehicle,Trincomalee,Shopping,191,4,1.044
39,1,N/A,Kandy,Beach Leisure,236,2,0.195
47,12,Cruise,Colombo,Cruise,202,3,56.759
73,3,Private Vehicle,Badulla,Other,169,3,0.853
64,7,Public Bus,Trincomalee,Vehicle Travel,117,4,10.009
58,7,Public Transport,Badulla,Sightseeing,112,2,1.009
73,12,Walking,Colombo,Hiking,193,2,0.385
58,9,Walking,Mirissa,Vehicle Travel,328,4,12.263
41,12,Walking,Sigiriya,Jogging,36,3,0.058
44,7,N/A,Anuradhapura,Meal,86,4,21.61
50,4,Train,Hikkaduwa,Vehicle Travel,254,3,9.022
23,4,Walking,Arugam Bay,Walking,101,3,0.004
64,4,Private Vehicle,Galle,Spa / Ayurveda,136,4,4.434
59,4,Walking,Badulla,Walking,79,3,0.003
64,1,Private Vehicle,Negombo,Shopping,89,2,0.469
51,4,Walking,Anuradhapura,Walking,58,5,0.003
67,4,N/A,Mirissa,Meal,60,3,8.306
77,1,N/A,Ella,Beach Leisure,159,5,0.176
53,2,Public Bus,Yala,Vehicle Travel,247,2,4.532
45,10,Boat,Yala,Boat Ride,71,5,3.753
24,6,Walking,Anuradhapura,Hiking,151,5,0.178
67,11,Train,Arugam Bay,Vehicle Travel,241,2,21.503
74,6,Cruise,Haputale,Cruise,336,4,64.097
62,12,Walking,Colombo,Sightseeing,172,4,1.321
72,11,Walking,Jaffna,Vehicle Travel,134,3,5.298
72,1,Private Vehicle,Haputale,Airport Transfer,125,3,1.307
68,18,Tuk-Tuk,Kalpitiya,Vehicle Travel,231,5,55.564
49,1,Walking,Kalpitiya,Walking,87,4,0.001
24,6,Private Vehicle,Yala,Shopping,99,5,3.487
18,10,Walking,Jaffna,Walking,121,5,0.014
30,3,Bicycle,Jaffna,Vehicle Travel,151,5,4.342
45,7,Walking,Polonnaruwa,Jogging,33,4,0.033
64,3,Public Transport,Badulla,Airport Transfer,52,4,1.462
46,1,Flight,Sigiriya,Flight,231,5,17.826
19,1,Private Vehicle,Galle,Vehicle Travel,67,4,0.874
31,1,Private Vehicle,Sigiriya,Sightseeing,224,1,0.304
79,1,Public Transport,Sigiriya,Airport Transfer,151,4,1.533
80,7,Flight,Bentota,Flight,169,2,73.681
41,5,Private Vehicle,Haputale,Vehicle Travel,217,5,18.428
68,4,N/A,Nuwara Eliya,Resting,170,4,0.378
63,8,N/A,Yala,Meal,68,4,18.234
76,1,Train,Anuradhapura,Vehicle Travel,268,2,2.445
73,2,Train,Sigiriya,Vehicle Travel,204,4,4.579
57,10,Jeep,Ella,Wildlife Safari,344,3,61.918
42,14,Walking,Badulla,Walking,83,4,0.013
57,4,Private Vehicle,Mirissa,Vehicle Travel,98,4,5.604
38,1,Private Vehicle,Galle,Airport Transfer,109,3,0.932
39,11,N/A,Hikkaduwa,Resting,129,3,0.704
56,13,Flight,Mirissa,Flight,98,4,106.709
53,4,Walking,Anuradhapura,Walking,70,3,0.003
54,2,N/A,Dambulla,Meal,79,5,5.494
42,1,Tuk-Tuk,Polonnaruwa,Vehicle Travel,72,5,0.882
43,6,Public Transport,Dambulla,Cultural / Temple Visit,102,4,0.911
18,14,Bicycle,Mirissa,Bicycle Ride,54,3,0.017
55,8,Boat,Yala,Boat Ride,63,1,1.768
54,3,Flight,Nuwara Eliya,Flight,222,5,53.533
76,7,Cruise,Colombo,Cruise,575,5,130.96
49,12,Private Vehicle,Haputale,Sightseeing,93,2,1.868
47,5,Private Vehicle,Polonnaruwa,Vehicle Travel,137,4,8.768
22,11,Private Vehicle,Nuwara Eliya,Spa / Ayurveda,184,3,11.675
30,4,Walking,Polonnaruwa,Sightseeing,94,2,0.149
39,3,Private Vehicle,Colombo,Private / Hired Vehicle,224,5,6.837
41,6,N/A,Nuwara Eliya,Resting,43,5,0.146
40,5,N/A,Ella,Resting,92,5,0.273
42,18,N/A,Bentota,Beach Leisure,151,2,2.228
66,5,Walking,Bentota,Hiking,172,3,0.133
26,4,Private Vehicle,Trincomalee,Vehicle Travel,215,5,14.63
38,4,Walking,Arugam Bay,Vehicle Travel,234,4,4.555
28,6,N/A,Galle,Other,109,3,1.081
37,3,Private Vehicle,Galle,Sightseeing,204,4,0.954
61,9,Tuk-Tuk,Polonnaruwa,Vehicle Travel,57,1,4.89
20,4,Public Bus,Trincomalee,Vehicle Travel,138,4,5.883
39,4,Public Transport,Haputale,Sightseeing,65,5,0.478
19,7,Ferry,Galle,Ferry,106,1,2.662
78,1,Ferry,Bentota,Ferry,104,2,0.441
63,8,Walking,Ella,Jogging,38,4,0.045
33,5,Tuk-Tuk,Haputale,Vehicle Travel,180,4,10.544
30,4,Bicycle,Ella,Vehicle Travel,266,3,7.545
24,9,Tuk-Tuk,Polonnaruwa,Vehicle Travel,236,1,18.693
47,10,Private Vehicle,Ella,Shopping,155,4,8.448
65,12,Water,Negombo,Swimming / Snorkeling,85,3,0.915
54,4,Bicycle,Arugam Bay,Vehicle Travel,63,4,1.726
73,3,N/A,Badulla,Resting,91,4,0.162
39,9,N/A,Kandy,Meal,66,3,18.161
35,6,Flight,Bentota,Flight,467,4,197.533
48,7,N/A,Negombo,Meal,74,4,19.641
30,6,Bicycle,Haputale,Vehicle Travel,93,4,4.398
79,10,Walking,Trincomalee,Hiking,213,4,0.38
29,2,Public Transport,Kandy,Cultural / Temple Visit,62,3,0.194
48,6,Flight,Mirissa,Flight,386,3,147.664
50,1,Private Vehicle,Arugam Bay,Spa / Ayurveda,141,3,1.085
21,4,N/A,Dambulla,Meal,58,3,7.106
47,8,Tuk-Tuk,Jaffna,Vehicle Travel,116,3,10.705
46,5,Walking,Kalpitiya,Other,156,2,0.378
34,4,Boat,Galle,Boat Ride,108,4,2.052
26,13,Private Vehicle,Mirissa,Other,88,2,1.806
20,10,Public Transport,Negombo,Public Transport,40,5,0.516
18,5,Public Transport,Yala,Sightseeing,247,4,2.029
48,16,Private Vehicle,Arugam Bay,Airport Transfer,35,1,5.162
23,4,Bicycle,Hikkaduwa,Vehicle Travel,175,4,4.889
78,10,Jeep,Arugam Bay,Wildlife Safari,460,3,87.468
33,1,Train,Anuradhapura,Vehicle Travel,193,5,2.079
59,3,N/A,Jaffna,Meal,61,5,7.289
60,3,Public Bus,Polonnaruwa,Vehicle Travel,74,5,2.683
49,1,Public Transport,Galle,Public Transport,30,4,0.038
73,5,Private Vehicle,Kalpitiya,Cultural / Temple Visit,111,5,1.337
24,2,Cruise,Nuwara Eliya,Cruise,382,4,19.494
32,7,Cruise,Kandy,Cruise,284,5,60.208
33,2,Train,Ella,Vehicle Travel,200,2,3.137
26,1,Private Vehicle,Kandy,Medical / Hospital Visit,102,5,1.021
36,17,Cruise,Badulla,Cruise,173,4,78.564
37,8,Walking,Sigiriya,Hiking,124,3,0.154
66,15,Walking,Dambulla,Walking,118,5,0.024
37,5,Walking,Ella,Vehicle Travel,176,4,3.51
73,1,N/A,Trincomalee,Other,74,5,0.162
66,6,Private Vehicle,Yala,Vehicle Travel,174,1,12.567
74,6,Tuk-Tuk,Hikkaduwa,Vehicle Travel,124,4,10.96
24,1,N/A,Badulla,Resting,152,4,0.078
80,12,Private Vehicle,Mirissa,Private / Hired Vehicle,101,1,11.272
56,7,Water,Negombo,Surfing,99,4,0.621
79,9,Public Transport,Sigiriya,Shopping,161,4,7.493
40,5,Cruise,Galle,Cruise,567,3,68.186
78,7,Train,Kandy,Vehicle Travel,56,4,3.898
55,2,Train,Bentota,Vehicle Travel,86,2,1.451
22,18,Walking,Jaffna,Walking,43,5,0.008
43,4,Cruise,Kandy,Cruise,524,5,64.01
26,1,Flight,Sigiriya,Flight,88,3,5.324
77,1,Bicycle,Mirissa,Vehicle Travel,129,4,1.138
37,7,N/A,Kalpitiya,Meal,77,3,14.846
32,19,Walking,Badulla,Jogging,38,3,0.096
52,13,Private Vehicle,Nuwara Eliya,Other,64,5,1.775
44,9,Public Bus,Galle,Vehicle Travel,60,3,4.942
24,19,Private Vehicle,Jaffna,Private / Hired Vehicle,95,3,16.397
69,9,Public Transport,Haputale,Cultural / Temple Visit,51,3,0.637
71,3,N/A,Yala,Beach Leisure,349,4,1.031
64,7,Public Bus,Haputale,Vehicle Travel,241,5,22.735
56,1,Bicycle,Negombo,Bicycle Ride,86,2,0.002
43,2,Tuk-Tuk,Kalpitiya,Vehicle Travel,151,3,3.536
52,4,N/A,Badulla,Meal,65,2,7.964
50,2,Walking,Galle,Cultural / Temple Visit,90,2,0.082
28,16,Bicycle,Yala,Bicycle Ride,155,3,0.06
23,20,Private Vehicle,Colombo,Vehicle Travel,153,4,35.657
33,3,Private Vehicle,Colombo,Shopping,135,4,2.16
46,9,Flight,Arugam Bay,Flight,146,1,67.163
28,4,Water,Hikkaduwa,Surfing,99,4,0.382
24,1,Private Vehicle,Kalpitiya,Other,84,4,0.16
71,3,Public Bus,Galle,Vehicle Travel,215,3,7.667
41,2,N/A,Colombo,Beach Leisure,310,3,0.502
54,3,Public Bus,Galle,Vehicle Travel,71,4,2.484
51,2,Private Vehicle,Haputale,Vehicle Travel,244,1,5.611
64,1,Tuk-Tuk,Hikkaduwa,Vehicle Travel,90,5,1.531
64,2,Train,Arugam Bay,Vehicle Travel,133,5,3.078
36,14,Walking,Galle,Shopping,99,5,2.532
71,1,N/A,Anuradhapura,Meal,59,2,1.745
41,3,Private Vehicle,Galle,Vehicle Travel,75,2,2.777
70,5,Public Bus,Colombo,Vehicle Travel,135,5,9.682
43,3,Public Bus,Yala,Vehicle Travel,54,3,1.574
24,5,Train,Trincomalee,Vehicle Travel,223,3,9.109
65,1,Public Bus,Arugam Bay,Vehicle Travel,241,4,3.365
19,7,N/A,Kalpitiya,Resting,204,1,0.552
66,6,Cruise,Haputale,Cruise,244,4,42.554
20,8,Private Vehicle,Galle,Sightseeing,182,5,3.059
31,6,Private Vehicle,Sigiriya,Vehicle Travel,300,4,25.134
56,4,Public Transport,Trincomalee,Cultural / Temple Visit,61,3,0.325
77,3,Walking,Yala,Other,129,5,0.311
43,2,Flight,Yala,Flight,455,4,63.816
25,5,Private Vehicle,Negombo,Sightseeing,258,1,1.752
32,1,N/A,Ella,Meal,42,4,1.187
74,3,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,191,1,4.039
63,8,Walking,Sigiriya,Sightseeing,90,3,0.402
24,1,Tuk-Tuk,Bentota,Vehicle Travel,272,4,3.109
42,1,Private Vehicle,Nuwara Eliya,Other,142,2,0.223
34,7,Flight,Mirissa,Flight,310,1,108.628
29,4,N/A,Hikkaduwa,Meal,52,4,6.861
71,11,Private Vehicle,Mirissa,Sightseeing,249,3,5.046
56,15,Tuk-Tuk,Arugam Bay,Vehicle Travel,115,4,23.346
29,16,Private Vehicle,Bentota,Spa / Ayurveda,114,3,12.929
58,4,Flight,Hikkaduwa,Flight,222,4,59.599
44,2,Private Vehicle,Galle,Sightseeing,124,5,0.458
21,7,Public Transport,Bentota,Spa / Ayurveda,148,2,5.511
46,7,Walking,Hikkaduwa,Hiking,266,4,0.327
29,7,Private Vehicle,Hikkaduwa,Shopping,84,2,2.817
33,3,Water,Sigiriya,Swimming / Snorkeling,133,3,0.283
73,1,Private Vehicle,Bentota,Shopping,185,3,1.0
62,2,Walking,Bentota,Hiking,168,2,0.046
26,1,N/A,Kalpitiya,Resting,91,1,0.039
71,1,Walking,Jaffna,Cultural / Temple Visit,74,4,0.047
54,15,Jeep,Galle,Wildlife Safari,228,4,50.017
73,1,Walking,Ella,Shopping,95,5,0.21
65,7,Private Vehicle,Kandy,Spa / Ayurveda,123,5,6.802
39,16,Walking,Nuwara Eliya,Vehicle Travel,299,3,19.329
51,3,Private Vehicle,Nuwara Eliya,Vehicle Travel,241,2,9.362
51,5,Public Transport,Yala,Sightseeing,251,1,1.522
63,8,Train,Negombo,Vehicle Travel,306,4,25.528
33,3,Public Transport,Kalpitiya,Airport Transfer,50,5,1.346
38,5,Private Vehicle,Jaffna,Private / Hired Vehicle,47,3,1.868
33,11,Walking,Dambulla,Hiking,244,2,0.417
36,9,Tuk-Tuk,Hikkaduwa,Vehicle Travel,157,3,14.907
28,11,Bicycle,Bentota,Vehicle Travel,328,5,37.391
20,19,N/A,Mirissa,Meal,69,3,40.354
77,3,N/A,Bentota,Beach Leisure,151,4,0.42
22,9,Train,Bentota,Vehicle Travel,112,3,9.143
73,7,Public Transport,Badulla,Cultural / Temple Visit,95,3,1.056
18,8,Walking,Haputale,Walking,27,3,0.002
66,9,N/A,Hikkaduwa,Beach Leisure,182,4,1.532
38,10,N/A,Jaffna,Resting,78,4,0.424
50,13,Public Transport,Hikkaduwa,Cultural / Temple Visit,54,3,1.06
35,3,Water,Dambulla,Surfing,130,3,0.325
48,7,Jeep,Kandy,Wildlife Safari,319,2,30.951
46,2,Private Vehicle,Anuradhapura,Vehicle Travel,339,1,7.88
51,6,Private Vehicle,Galle,Spa / Ayurveda,80,2,3.538
42,10,Walking,Trincomalee,Walking,53,2,0.005
51,10,Walking,Sigiriya,Hiking,252,4,0.385
70,4,Private Vehicle,Bentota,Private / Hired Vehicle,125,5,5.929
45,5,Bicycle,Polonnaruwa,Vehicle Travel,207,4,7.995
40,3,Private Vehicle,Nuwara Eliya,Other,186,4,1.012
26,2,Ferry,Haputale,Ferry,187,5,2.188
40,2,Train,Yala,Vehicle Travel,229,5,5.145
25,14,Train,Ella,Vehicle Travel,123,3,16.594
29,3,Private Vehicle,Galle,Sightseeing,216,2,1.077
77,18,Private Vehicle,Negombo,Vehicle Travel,281,2,59.002
23,2,Private Vehicle,Haputale,Sightseeing,139,5,0.596
48,9,Private Vehicle,Kalpitiya,Sightseeing,86,2,1.229
70,6,Private Vehicle,Ella,Shopping,222,3,7.028
78,8,Private Vehicle,Kalpitiya,Spa / Ayurveda,200,4,12.728
27,7,Cruise,Nuwara Eliya,Cruise,426,4,77.213
28,9,Bicycle,Arugam Bay,Vehicle Travel,47,4,3.735
